State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Cluster
Oregon,8319.123035,No,Basic,Bachelor,Employed,F,49734.0,Rural,Married,69.0,3.0,41.0,0.0,2.0,Corporate Auto,Corporate L3,Offer4,Call Center,154.748539,Four-Door Car,Medsize,1
Washington,5181.620895,Yes,Basic,Master,Employed,F,97131.0,Suburban,Married,64.0,5.0,80.0,0.0,6.0,Personal Auto,Personal L1,Offer2,Agent,307.2,Four-Door Car,Small,1
Oregon,4163.79336,No,Basic,College,Disabled,M,11689.0,Suburban,Divorced,116.99999999999999,7.0,46.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Web,561.6,SUV,Medsize,2
Arizona,4853.100287,No,Extended,High School or Below,Medical Leave,F,17120.0,Suburban,Married,124.99999999999999,14.0,95.0,0.0,1.0,Special Auto,Special L3,Offer1,Agent,717.285949,SUV,Medsize,3
Oregon,7531.697271999999,No,Basic,High School or Below,Employed,M,82157.0,Suburban,Single,170.5,5.0,33.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Agent,964.2628512499998,Luxury Car,Medsize,2
Washington,3280.457296,No,Extended,Bachelor,Employed,F,63297.0,Urban,Married,82.0,1.0,33.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,251.756739,Four-Door Car,Medsize,1
Washington,16387.34622375,No,Basic,High School or Below,Employed,F,66014.0,Urban,Married,102.0,34.0,11.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,459.966453,SUV,Medsize,3
California,2684.581561,No,Basic,High School or Below,Employed,M,98121.0,Suburban,Divorced,67.0,22.0,49.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,383.655742,Two-Door Car,Small,0
Washington,10392.96347,No,Extended,Bachelor,Employed,M,93495.0,Urban,Married,129.0,8.0,0.0,0.0,8.5,Personal Auto,Personal L1,Offer1,Agent,618.20653,SUV,Medsize,0
Oregon,9036.657561,No,Premium,College,Employed,F,89382.0,Suburban,Married,112.0,2.0,61.0,0.0,3.0,Corporate Auto,Corporate L2,Offer1,Branch,573.990258,Four-Door Car,Small,1
Arizona,5352.18703,No,Extended,High School or Below,Employed,F,97742.0,Rural,Married,132.0,6.0,52.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Branch,199.590599,SUV,Medsize,3
Arizona,11880.96623,No,Premium,High School or Below,Unemployed,F,0.0,Suburban,Single,114.0,29.0,96.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,820.8,Four-Door Car,Medsize,1
Oregon,2557.094323,No,Basic,College,Unemployed,M,0.0,Suburban,Divorced,73.0,30.0,8.0,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Branch,525.6,Four-Door Car,Medsize,2
California,7914.82311,No,Extended,College,Employed,F,77153.0,Urban,Married,99.0,3.0,27.0,0.0,5.0,Personal Auto,Personal L3,Offer1,Branch,355.641958,Four-Door Car,Medsize,1
California,9840.082616,No,Extended,Master,Employed,M,94590.0,Suburban,Married,81.0,26.0,31.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Web,388.8,Two-Door Car,Medsize,0
Arizona,4351.550504,No,Premium,High School or Below,Employed,F,74163.0,Suburban,Married,108.0,14.0,63.00000000000001,0.0,1.0,Personal Auto,Personal L1,Offer4,Agent,518.4,Four-Door Car,Small,1
Oregon,16387.34622375,No,Premium,High School or Below,Employed,F,40450.0,Suburban,Married,170.5,8.0,20.0,0.0,7.0,Personal Auto,Personal L3,Offer3,Branch,964.2628512499998,Luxury SUV,Small,3
Oregon,4825.258632,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Single,71.0,8.0,30.0,0.0,8.0,Personal Auto,Personal L2,Offer4,Web,511.2,Two-Door Car,Medsize,0
Arizona,6947.838781,No,Extended,High School or Below,Unemployed,F,0.0,Suburban,Single,99.0,12.0,77.0,0.0,4.0,Corporate Auto,Corporate L3,Offer2,Call Center,475.2,Two-Door Car,Medsize,3
California,3344.809462,No,Extended,College,Employed,F,33243.0,Rural,Married,85.0,13.0,19.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,24.555177,Four-Door Car,Small,1
Arizona,2357.503128,No,Basic,Master,Unemployed,M,0.0,Urban,Married,64.0,25.0,80.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,199.791024,Four-Door Car,Medsize,2
Oregon,16387.34622375,No,Premium,High School or Below,Unemployed,M,0.0,Suburban,Single,114.0,33.0,55.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Branch,820.8,Four-Door Car,Large,2
Nevada,10408.96865,Yes,Basic,High School or Below,Retired,M,20228.0,Suburban,Divorced,101.0,3.0,43.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,523.815839,SUV,Medsize,0
Arizona,4048.16129,No,Basic,High School or Below,Employed,F,92801.0,Urban,Married,100.0,24.0,23.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Web,407.045238,SUV,Medsize,3
Oregon,6852.001946,No,Basic,College,Unemployed,M,0.0,Suburban,Single,69.0,7.0,45.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,406.999443,Four-Door Car,Medsize,2
California,2903.024168,No,Basic,College,Employed,M,36845.0,Suburban,Married,74.0,14.0,33.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,355.2,Four-Door Car,Small,2
California,16387.34622375,No,Basic,College,Unemployed,F,0.0,Suburban,Single,63.0,28.0,82.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Web,503.204804,Four-Door Car,Medsize,1
California,3242.043926,No,Extended,Master,Employed,F,72330.0,Rural,Married,81.0,2.0,50.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,126.509441,Four-Door Car,Small,1
Nevada,2467.620791,No,Basic,Bachelor,Medical Leave,F,19352.0,Suburban,Married,65.0,16.0,0.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,724.463534,Four-Door Car,Small,1
Arizona,5674.383424,No,Basic,College,Unemployed,M,0.0,Suburban,Married,62.0,13.0,6.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,297.6,Four-Door Car,Medsize,2
Arizona,8634.355958,No,Extended,College,Disabled,F,25073.0,Suburban,Single,79.0,3.0,84.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,379.2,Four-Door Car,Medsize,1
Oregon,2780.196856,No,Basic,High School or Below,Disabled,F,20261.0,Suburban,Divorced,72.0,4.0,55.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Web,345.6,Four-Door Car,Large,1
Oregon,16387.34622375,No,Extended,Master,Employed,M,66851.0,Urban,Married,92.0,10.0,70.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,408.550442,Four-Door Car,Medsize,2
Arizona,2514.59196,Yes,Basic,High School or Below,Employed,F,43860.0,Rural,Single,65.0,15.0,57.99999999999999,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Agent,156.124914,Four-Door Car,Medsize,1
Oregon,5886.221122,No,Basic,College,Unemployed,M,0.0,Suburban,Single,170.5,21.0,68.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,964.2628512499998,Luxury Car,Small,0
California,7706.036295,No,Basic,Doctor,Employed,F,48019.0,Rural,Married,64.0,15.0,94.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,137.665031,Four-Door Car,Medsize,1
California,2790.458197,No,Basic,College,Employed,M,28786.0,Suburban,Married,71.0,30.0,69.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,345.619809,Four-Door Car,Medsize,2
California,2397.036098,Yes,Basic,High School or Below,Retired,F,22283.0,Suburban,Divorced,65.0,16.0,93.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Branch,572.072106,Four-Door Car,Medsize,1
Arizona,8834.322784,No,Basic,Bachelor,Employed,F,34133.0,Rural,Divorced,111.00000000000001,0.0,72.0,0.0,7.0,Personal Auto,Personal L1,Offer1,Call Center,226.9684,SUV,Small,3
Arizona,14435.67365,Yes,Premium,Master,Employed,M,60880.00000000001,Rural,Married,119.00000000000001,25.0,89.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,109.906628,Two-Door Car,Medsize,0
California,6871.966648,No,Premium,Bachelor,Unemployed,F,0.0,Suburban,Married,170.5,5.0,59.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,940.8,Sports Car,Medsize,3
Oregon,15362.354420000001,No,Basic,High School or Below,Employed,M,48115.0,Suburban,Married,170.5,15.0,67.0,0.0,5.0,Personal Auto,Personal L3,Offer3,Agent,964.2628512499998,Luxury Car,Large,2
California,4834.797545,No,Basic,College,Employed,F,32016.999999999996,Suburban,Married,62.0,9.0,10.0,0.0,7.0,Personal Auto,Personal L1,Offer1,Branch,297.6,Four-Door Car,Small,1
Oregon,10899.30177,No,Extended,High School or Below,Employed,F,58518.0,Rural,Married,136.0,17.0,9.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,323.637414,SUV,Medsize,3
California,5284.041003,No,Basic,Bachelor,Employed,M,61542.0,Suburban,Married,67.0,33.0,83.0,0.0,6.0,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,2
Oregon,2891.726781,No,Basic,Bachelor,Employed,F,56760.99999999999,Rural,Married,73.0,31.0,80.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Branch,85.146928,Two-Door Car,Large,3
California,4900.545112,No,Basic,College,Disabled,M,22976.0,Suburban,Married,66.0,19.0,33.0,0.0,4.0,Personal Auto,Personal L2,Offer2,Branch,345.951322,Four-Door Car,Large,2
Nevada,16387.34622375,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,72.0,14.0,28.999999999999996,0.0,2.0,Personal Auto,Personal L3,Offer1,Web,709.082334,Four-Door Car,Medsize,1
Washington,8415.644389,No,Basic,College,Unemployed,M,0.0,Suburban,Single,62.0,8.0,98.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,446.4,Four-Door Car,Small,2
Arizona,6630.836094,No,Basic,Bachelor,Unemployed,M,0.0,Urban,Divorced,66.0,20.0,52.99999999999999,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,315.950185,Four-Door Car,Medsize,2
Arizona,12036.62051,Yes,Basic,Bachelor,Employed,M,44428.0,Suburban,Single,104.0,17.0,61.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,499.2,SUV,Medsize,0
Nevada,3895.0347659999998,No,Premium,Bachelor,Employed,M,52361.0,Suburban,Single,102.0,13.0,78.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,645.952371,Four-Door Car,Medsize,2
California,11701.06985,No,Premium,College,Employed,M,32435.000000000004,Suburban,Married,170.5,24.0,68.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,964.2628512499998,Luxury Car,Medsize,2
California,3419.108695,No,Extended,High School or Below,Employed,M,40272.0,Rural,Married,86.0,8.0,64.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,23.387192,Two-Door Car,Medsize,0
Arizona,7302.775081999999,No,Basic,Master,Employed,M,30492.000000000004,Urban,Married,61.0,32.0,68.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,171.38289,Four-Door Car,Medsize,2
Arizona,16387.34622375,No,Extended,High School or Below,Employed,M,51523.99999999999,Suburban,Married,170.5,6.0,30.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Branch,964.2628512499998,Luxury Car,Small,2
Arizona,2486.064902,No,Basic,College,Employed,M,36635.0,Suburban,Married,63.0,20.0,28.000000000000004,0.0,1.0,Corporate Auto,Corporate L2,Offer4,Agent,302.4,Four-Door Car,Small,2
Arizona,5224.328801,No,Basic,Bachelor,Employed,F,83389.0,Urban,Married,65.0,5.0,57.0,0.0,3.0,Corporate Auto,Corporate L2,Offer2,Branch,209.25613,Two-Door Car,Small,3
Oregon,16387.34622375,No,Premium,Bachelor,Employed,F,63035.0,Suburban,Married,153.0,20.0,97.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,734.4,SUV,Medsize,3
California,3167.888725,No,Extended,Bachelor,Employed,M,61637.99999999999,Suburban,Divorced,82.0,3.0,55.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Web,544.340079,Four-Door Car,Medsize,2
Arizona,7805.31287,Yes,Basic,College,Retired,F,21073.0,Suburban,Divorced,106.0,25.0,54.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Small,3
California,13197.92893,Yes,Basic,College,Unemployed,F,0.0,Suburban,Single,68.0,19.0,2.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Large,1
Oregon,6234.305918,No,Extended,Bachelor,Unemployed,M,0.0,Rural,Married,82.0,26.0,12.0,0.0,8.5,Personal Auto,Personal L3,Offer1,Branch,192.7604,Two-Door Car,Large,0
Arizona,7539.600588,No,Basic,College,Unemployed,M,0.0,Suburban,Single,74.0,23.0,64.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,532.8,Four-Door Car,Large,2
Nevada,8157.933628999999,No,Premium,High School or Below,Employed,M,86811.0,Suburban,Married,102.0,19.0,22.0,0.0,5.0,Corporate Auto,Corporate L2,Offer2,Call Center,489.6,Four-Door Car,Small,2
Oregon,13156.74895,No,Extended,High School or Below,Employed,M,72517.0,Urban,Married,82.0,33.0,27.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Web,371.458196,Two-Door Car,Medsize,0
Washington,5107.624201,No,Extended,College,Unemployed,M,0.0,Suburban,Single,77.0,2.0,71.0,0.0,8.5,Personal Auto,Personal L3,Offer3,Branch,554.4,Four-Door Car,Small,2
Oregon,5339.388388,No,Basic,Doctor,Employed,F,84424.0,Urban,Married,66.0,18.0,71.0,0.0,8.5,Personal Auto,Personal L2,Offer2,Call Center,231.537001,Four-Door Car,Medsize,1
California,8649.175023,No,Basic,College,Employed,F,43383.0,Suburban,Married,109.0,7.0,60.0,0.0,8.0,Personal Auto,Personal L1,Offer3,Branch,757.593913,SUV,Medsize,3
Oregon,7519.133631000001,Yes,Extended,High School or Below,Employed,M,96306.0,Rural,Divorced,95.0,12.0,17.0,0.0,6.0,Special Auto,Special L2,Offer1,Agent,185.355353,Four-Door Car,Medsize,2
California,4293.009593,No,Basic,College,Unemployed,F,0.0,Suburban,Single,61.0,18.0,15.0,0.0,8.0,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Two-Door Car,Large,3
Washington,4529.062612,No,Basic,Master,Employed,F,65134.0,Urban,Married,112.0,28.0,48.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,529.147483,SUV,Small,3
Arizona,13160.3389,No,Basic,College,Employed,F,94125.0,Urban,Married,109.0,33.0,21.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,341.680131,SUV,Medsize,3
Oregon,13235.54436,No,Basic,College,Employed,M,39778.0,Suburban,Married,112.0,23.0,49.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,806.4,SUV,Medsize,0
Oregon,3744.577726,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,101.0,3.0,32.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,727.2,SUV,Small,3
Oregon,16387.34622375,No,Basic,College,Employed,F,91871.0,Urban,Single,102.0,5.0,3.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Web,346.845129,SUV,Medsize,3
Nevada,2644.684556,No,Basic,Bachelor,Employed,M,53999.99999999999,Suburban,Divorced,66.0,15.0,45.0,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Call Center,373.881547,Two-Door Car,Medsize,0
Oregon,5073.282126,Yes,Extended,Doctor,Employed,M,57709.0,Suburban,Married,124.99999999999999,10.0,26.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Branch,600.0,SUV,Medsize,0
Arizona,4272.585137,No,Basic,High School or Below,Employed,F,81132.0,Urban,Divorced,107.0,19.0,52.0,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Agent,419.105559,SUV,Small,3
California,11003.01645,No,Extended,College,Employed,M,22926.0,Suburban,Married,93.0,1.0,98.99999999999999,0.0,2.0,Corporate Auto,Corporate L1,Offer1,Web,479.934846,Four-Door Car,Small,2
Arizona,14181.64282,No,Basic,College,Unemployed,F,0.0,Suburban,Single,72.0,15.0,91.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Call Center,345.6,Four-Door Car,Medsize,1
Washington,8875.965501,No,Premium,Doctor,Employed,F,69205.0,Urban,Married,110.0,20.0,56.00000000000001,0.0,6.0,Personal Auto,Personal L3,Offer2,Web,372.362565,Four-Door Car,Medsize,1
Oregon,11077.68591,No,Extended,Bachelor,Employed,M,78011.0,Urban,Married,138.0,14.0,42.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,619.698644,SUV,Medsize,0
Oregon,2435.689035,No,Basic,College,Employed,M,32931.0,Suburban,Married,62.0,16.0,45.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,297.6,Four-Door Car,Medsize,2
California,8743.852187,No,Premium,Bachelor,Employed,F,99517.0,Rural,Divorced,109.0,2.0,93.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Agent,239.905208,Four-Door Car,Medsize,1
Arizona,2409.760898,No,Basic,Bachelor,Employed,M,59664.99999999999,Urban,Single,62.0,33.0,3.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,167.138119,Two-Door Car,Medsize,0
Washington,2499.498786,No,Basic,High School or Below,Employed,M,28082.000000000004,Suburban,Married,64.0,9.0,63.00000000000001,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,578.499499,Four-Door Car,Medsize,2
Arizona,8528.288669,No,Basic,High School or Below,Employed,F,91099.0,Urban,Single,107.0,14.0,37.0,0.0,3.0,Corporate Auto,Corporate L2,Offer1,Call Center,406.430632,SUV,Medsize,3
Oregon,3591.996064,No,Extended,College,Employed,M,28012.999999999996,Suburban,Divorced,91.0,16.0,13.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Branch,655.2,Four-Door Car,Medsize,2
Nevada,8539.826923,No,Basic,High School or Below,Employed,F,55478.0,Urban,Married,71.0,7.0,1.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,339.399593,Two-Door Car,Medsize,3
Nevada,6990.917824,No,Extended,College,Employed,F,22568.0,Suburban,Married,88.0,31.0,63.00000000000001,0.0,6.0,Corporate Auto,Corporate L2,Offer3,Branch,422.4,Four-Door Car,Medsize,1
California,3979.3882469999994,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,112.0,11.0,3.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,806.4,SUV,Medsize,3
Arizona,16387.34622375,No,Extended,High School or Below,Employed,M,39335.0,Suburban,Married,170.5,0.0,11.0,0.0,2.0,Corporate Auto,Corporate L1,Offer4,Agent,964.2628512499998,Luxury SUV,Medsize,2
Oregon,2321.052528,No,Basic,College,Unemployed,F,0.0,Suburban,Single,66.0,0.0,10.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Branch,508.70313400000003,Two-Door Car,Small,3
Oregon,5087.020469,No,Basic,College,Unemployed,M,0.0,Suburban,Married,72.0,12.0,70.0,0.0,3.0,Personal Auto,Personal L1,Offer2,Web,345.6,Four-Door Car,Medsize,2
Oregon,4362.931238,Yes,Premium,College,Employed,M,58842.0,Suburban,Married,110.0,6.0,74.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,528.0,Four-Door Car,Medsize,2
Oregon,7457.468106999999,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Single,69.0,15.0,73.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Call Center,678.209827,Four-Door Car,Small,1
Oregon,7027.759594,No,Basic,College,Unemployed,M,0.0,Suburban,Single,102.0,11.0,90.0,0.0,5.0,Personal Auto,Personal L2,Offer2,Agent,489.6,SUV,Medsize,0
Oregon,2831.683664,No,Basic,Bachelor,Employed,F,70037.0,Suburban,Married,70.0,6.0,61.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Web,409.985435,Four-Door Car,Large,1
Nevada,4217.857932,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Single,62.0,19.0,75.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,446.4,Two-Door Car,Small,0
Nevada,7596.291530999999,No,Basic,College,Employed,M,59847.0,Suburban,Married,170.5,28.0,62.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Call Center,921.6,Luxury Car,Medsize,2
California,8365.677648,No,Premium,Bachelor,Retired,M,26629.999999999996,Suburban,Divorced,118.0,19.0,27.0,0.0,8.0,Personal Auto,Personal L3,Offer4,Call Center,581.077056,Four-Door Car,Medsize,2
Oregon,2726.392968,No,Basic,High School or Below,Employed,F,48039.0,Rural,Married,68.0,4.0,37.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,11.451889,Four-Door Car,Medsize,1
California,3420.452207,No,Extended,High School or Below,Unemployed,M,0.0,Suburban,Married,92.0,2.0,38.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Web,441.6,Four-Door Car,Small,2
Arizona,4839.107156,No,Extended,High School or Below,Unemployed,M,0.0,Suburban,Single,137.0,18.0,50.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,964.2628512499998,SUV,Medsize,0
Arizona,4358.553534,No,Basic,Bachelor,Unemployed,F,0.0,Rural,Married,118.0,18.0,91.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Agent,101.826804,Sports Car,Medsize,3
Washington,7255.953791999999,No,Extended,Bachelor,Employed,F,88891.0,Rural,Married,89.0,17.0,56.00000000000001,0.0,3.0,Personal Auto,Personal L2,Offer1,Branch,50.528355,Four-Door Car,Medsize,1
Oregon,16387.34622375,No,Extended,Doctor,Employed,F,36537.0,Rural,Single,85.0,19.0,4.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Web,165.309001,Four-Door Car,Medsize,1
Arizona,8396.327608,No,Basic,Master,Unemployed,F,0.0,Suburban,Married,115.00000000000001,18.0,80.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Web,552.0,SUV,Medsize,3
Arizona,5170.976384,No,Extended,High School or Below,Employed,M,53603.0,Suburban,Married,132.0,30.0,1.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,697.272246,Sports Car,Medsize,0
Nevada,5585.30807,No,Extended,Doctor,Unemployed,M,0.0,Rural,Single,80.0,14.0,17.0,0.0,8.5,Corporate Auto,Corporate L2,Offer1,Web,6.281344,Four-Door Car,Medsize,2
California,8639.49502,No,Basic,Doctor,Employed,F,92374.0,Rural,Divorced,107.0,16.0,9.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Call Center,220.018279,SUV,Medsize,3
California,5281.833471,No,Basic,High School or Below,Employed,M,39658.0,Suburban,Married,66.0,32.0,52.99999999999999,0.0,7.0,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Medsize,2
Oregon,8385.252347,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Single,116.0,0.0,35.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Call Center,556.8,Sports Car,Medsize,3
Arizona,4633.101259,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Single,70.0,0.0,86.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,336.0,Two-Door Car,Medsize,0
California,2480.392738,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Married,65.0,1.0,60.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Web,328.314222,Four-Door Car,Medsize,1
Arizona,3618.686938,No,Extended,High School or Below,Employed,M,50754.99999999999,Suburban,Married,91.0,21.0,25.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,436.8,Two-Door Car,Medsize,0
Washington,2480.045899,No,Basic,Bachelor,Employed,F,93383.0,Urban,Single,62.0,31.0,64.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Branch,244.21228599999998,Two-Door Car,Medsize,3
Oregon,4893.291507,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Single,73.0,11.0,56.00000000000001,0.0,5.0,Corporate Auto,Corporate L3,Offer2,Branch,680.047456,Four-Door Car,Medsize,2
California,10737.68425,No,Extended,High School or Below,Employed,M,50607.0,Suburban,Single,137.0,15.0,0.0,0.0,8.5,Personal Auto,Personal L2,Offer2,Agent,657.6,SUV,Large,0
Washington,2616.613903,Yes,Basic,College,Employed,M,72302.0,Suburban,Divorced,66.0,6.0,27.0,0.0,1.0,Special Auto,Special L2,Offer1,Agent,316.8,Two-Door Car,Medsize,0
Nevada,15725.250530000001,No,Premium,Bachelor,Unemployed,F,0.0,Suburban,Single,149.0,16.0,70.0,0.0,2.0,Corporate Auto,Corporate L1,Offer1,Web,964.2628512499998,SUV,Medsize,3
